City,Address,Area(In Sq.Feet),Price(Float),Bedroom,Bathroom,Road,Face,Parking,Floors
 Kathmandu, Bafal,855.625,13500000.0,0,2,12.0,East,0,
 Lalitpur, Khumaltar,1369.0,19500000.0,6,5,14.0,South,0,3.0
 Kathmandu, Kalanki,2139.0625,38000000.0,7,4,14.0,East,0,3.0
 Kathmandu, Sitapaila,2395.75,29500000.0,4,3,20.0,South East,0,3.0
 Kathmandu, Tokha,1369.0,14000000.0,6,0,12.0,North,0,
 Kathmandu, Hattisar,8299.5625,43500000.0,0,0,20.0,West,0,3.0
 Kathmandu, Boudha,1112.3125,22000000.0,10,3,20.0,South,0,3.0
 Bhaktapur, Dadikot,1369.0,22500000.0,12,4,20.0,South East,0,4.0
 Kathmandu, Sukedhara,2310.1875,34500000.0,9,4,12.0,East,0,4.0
 Kathmandu, Lazimpat,1711.25,27500000.0,9,7,13.0,North,0,
 Kathmandu, Bhangal,1540.125,32500000.0,4,3,26.0,South,1,3.0
 Kathmandu, Pasikot,1369.0,17500000.0,0,0,16.0,West,0,3.0
 Kathmandu, Hattigauda,2053.5,37500000.0,0,0,20.0,South,0,3.0
 Kathmandu, Hattigauda,1026.75,18000000.0,0,0,13.0,South,0,3.0
 Kathmandu, Basbari,2395.75,45000000.0,4,0,20.0,South,2,
 Kathmandu, Pasikot,1625.6875,13800000.0,2,1,12.0,East,0,
 Kathmandu, Golfutar,1369.0,29000000.0,5,3,15.0,South West,0,2.5
 Kathmandu, Kalanki,4577.59375,90281250.0,7,5,15.0,North East,3,3.0
 Kathmandu, Mandikatar,2738.0,51000000.0,0,0,15.0,South,0,3.0
 Kathmandu, Budhanilkantha,1775.421875,29000000.0,0,0,20.0,North East,0,3.0
 Bhaktapur, Gatthaghar,2224.625,75000000.0,0,0,20.0,South,0,5.0
 Kathmandu, Basundhara,1454.5625,26500000.0,0,0,12.0,East,0,3.0
 Kathmandu, Balkhu,1369.0,41000000.0,0,0,12.0,East,0,3.0
 Kathmandu, Tokha,1112.3125,14200000.0,4,2,13.0,West,0,2.0
 Kathmandu, Hadigaun,1369.0,20000000.0,0,0,13.0,South,0,2.0
 Kathmandu, Goldhunga,1026.75,18000000.0,0,0,10.0,North East,0,4.0
 Kathmandu, Maharajgunj,4449.25,70000000.0,13,0,14.0,South East,0,4.5
 Kathmandu, Tokha,2823.5625,53000000.0,6,4,15.0,West,3,3.0
 Bhaktapur, Bhaktapur,2053.5,21500000.0,9,1,20.0,West,1,3.0
 Kathmandu, Durbar Marg,1369.0,250000000.0,0,0,20.0,East,0,
 Kathmandu, Chandol,1197.875,24500000.0,4,3,13.124,East,2,2.0
 Kathmandu, Jorpati,1112.3125,14000000.0,0,0,10.0,East,1,3.0
 Lalitpur, Nakkhu,1540.125,25500000.0,4,4,14.0,North West,0,2.5
 Kathmandu, Hadigaun,1026.75,25000000.0,0,0,13.0,West,0,4.0
 Kathmandu, Satungal,1369.0,9500000.0,4,0,15.0,South,0,
 Kathmandu, Kapan,1026.75,15000000.0,0,0,13.0,West,0,
 Kathmandu, Naxal,2224.625,150000000.0,0,0,20.0,North,0,3.5
 Kathmandu, Tokha,3080.25,60000000.0,0,0,13.0,East,3,3.0
 Kathmandu, Kalimati,1283.4375,29500000.0,0,0,0.0,East,0,
 Kathmandu, Tahachal,2139.0625,40000000.0,0,0,20.0,West,0,2.5
 Kathmandu, Sukedhara,1112.3125,19000000.0,3,2,24.0,South West,0,2.0
 Kathmandu, Basundhara,2139.0625,32500000.0,4,3,16.0,North West,0,
 Kathmandu, Golfutar,1454.5625,28500000.0,5,0,12.0,North East,0,3.0
 Kathmandu, Goldhunga,1112.3125,6500000.0,3,1,10.0,West,0,1.0
 Kathmandu, Kadaghari,1026.75,12500000.0,3,1,13.0,North East,1,1.0
 Kathmandu, Maharajgunj,5133.75,70000000.0,7,5,12.0,East,8,3.0
 Lalitpur, Imadol,1454.5625,14200000.0,2,1,20.0,East,4,1.0
 Kathmandu, Samakhusi,8.0,55000000.0,0,0,13.0,East,0,3.0
 Kathmandu, Lazimpat,2053.5,30000000.0,0,0,10.0,South East,0,3.0
 Kathmandu, Budhanilkantha,1197.875,12800000.0,2,1,12.0,West,2,1.0
 Kathmandu, Manamaiju,2139.0625,25000000.0,0,0,13.0,West,0,3.0
 Kathmandu, Dhungedhara,1369.0,23000000.0,0,0,12.0,South,0,3.0
 Kathmandu, Chandol,684.5,15000000.0,0,0,20.0,South East,0,
 Lalitpur, Nakhipot,1369.0,20500000.0,0,0,10.0,South,0,3.0
 Kathmandu, Budhanilkantha,1454.5625,27500000.0,10,3,13.0,South,2,3.0
 Kathmandu, Balkhu,1155.09375,22835000.0,4,3,20.0,West,0,
 Kathmandu, Jorpati,1026.75,16500000.0,9,3,10.0,South West,0,3.0
 Kathmandu, Budhanilkantha,1796.8125,32000000.0,5,4,13.0,South East,2,3.0
 Lalitpur, Dhapakhel,3422.5,50000000.0,6,5,0.0,South West,5,4.0
 Kathmandu, Dhapasi,1112.3125,17000000.0,4,3,13.0,East,0,3.0
 Kathmandu, Thulo Bharyang,1454.5625,22700000.0,5,2,12.0,West,0,3.0
 Kathmandu, Basundhara,1454.5625,19800000.0,9,0,12.0,South East,0,3.0
 Kathmandu, Raniban,2053.5,33500000.0,7,3,14.0,East,0,3.0
 Kathmandu, Baneshwor,1711.25,52500000.0,0,0,0.0,West,0,3.0
 Lalitpur, Nakhipot,1197.875,15100000.0,0,0,0.0,North,0,2.0
 Kathmandu, Sitapaila,1112.3125,17000000.0,4,4,0.0,North,0,3.0
 Kathmandu, Gongabu,1454.5625,22500000.0,0,0,0.0,North,0,3.0
 Kathmandu, Samakhusi,1133.703125,25500000.0,5,2,0.0,North,2,3.0
 Kathmandu, Balambu,1711.25,20500000.0,7,5,14.0,South East,0,
 Kathmandu, Chundevi,1369.0,31000000.0,8,3,14.0,South West,1,4.0
 Lalitpur, Ekantakuna,1155.09375,27000000.0,5,3,22.0,West,0,3.0
 Lalitpur, Khumaltar,2139.0625,37500000.0,6,5,13.0,South West,0,4.0
 Lalitpur, Dhapakhel,1540.125,21500000.0,0,0,10.0,South West,0,3.0
 Bhaktapur, Lokanthali,1711.25,25500000.0,0,0,10.0,South West,0,4.0
 Kathmandu, Teku,342.25,70000000.0,0,0,20.0,South,5,3.0
 Kathmandu, Jorpati,1026.75,11400000.0,0,0,13.0,South,0,1.0
 Kathmandu, Chabahil,877.015625,11400000.0,0,0,10.0,South,0,3.0
 Kathmandu, Maharajgunj,1369.0,36500000.0,3,4,13.0,North East,0,
 Lalitpur, Tikathali,1112.3125,14500000.0,10,0,10.0,East,4,3.0
 Kathmandu, Kapan,1369.0,20400000.0,11,0,20.0,South,4,3.0
 Kathmandu, Mulpani,1112.3125,16000000.0,7,6,14.0,South East,4,5.0
 Kathmandu, Basundhara,941.1875,19500000.0,3,3,12.0,South East,1,3.0
 Kathmandu, Dhumbarahi,2395.75,38000000.0,10,0,10.0,South,3,
 Lalitpur, Harisiddhi,1882.375,25000000.0,3,3,0.0,South West,1,2.0
 Kathmandu, Bhangal,1369.0,25000000.0,4,3,13.0,East,0,3.0
 Kathmandu, Baneshwor,2909.125,55000000.0,0,0,24.0,East,0,2.0
 Kathmandu, Bafal,1796.8125,26500000.0,4,0,13.0,West,0,3.0
 Kathmandu, Nag Pokhari,1026.75,16500000.0,4,3,12.0,South,0,
 Kathmandu, Mandikatar,2139.0625,22500000.0,4,3,12.0,East,0,3.0
 Kathmandu, Baluwatar,2053.5,51500000.0,6,3,12.0,North East,0,3.0
 Kathmandu, Kalanki,1454.5625,15500000.0,7,2,13.0,West,0,
 Kathmandu, Hattigauda,2481.3125,30000000.0,5,0,15.0,West,0,3.0
 Kathmandu, Sitapaila,3.1,15000000.0,11,0,20.0,West,0,3.0
 Kathmandu, Budhanilkantha,1454.5625,21000000.0,9,0,13.0,North West,0,3.0
 Kathmandu, Basundhara,1026.75,19900000.0,3,3,12.0,South West,0,
 Lalitpur, Satdobato,1048.140625,20000000.0,5,4,16.0,North,3,3.0
 Kathmandu, Swayambhu,1112.3125,21000000.0,4,2,18.0,South,2,2.0
 Kathmandu, Chabahil,1369.0,37000000.0,5,4,12.0,South West,4,3.0
 Kathmandu, Sukedhara,5347.65625,88000000.0,0,0,20.0,West,0,3.0
 Kathmandu, Gongabu,1540.125,30000000.0,10,6,10.0,West,4,5.0
 Kathmandu, Naxal,2395.75,55000000.0,0,0,20.0,North,0,4.0
 Kathmandu, Kadaghari,1197.875,36000000.0,6,4,13.0,South East,3,3.5
 Kathmandu, Pepsicola,1197.875,24000000.0,10,6,13.0,East,4,3.0
 Kathmandu, Balaju,1411.78125,45000000.0,12,4,0.0,North,5,4.0
 Kathmandu, Joranku,1197.875,15000000.0,3,3,10.0,South,2,3.0
 Lalitpur, Imadol,1026.75,16000000.0,4,4,13.0,South East,2,3.0
 Kathmandu, Gongabu,855.625,31000000.0,9,9,9.0,North,3,4.0
 Lalitpur, Dhapakhel,1625.6875,25000000.0,4,3,13.0,South,1,3.0
 Kathmandu, Budhanilkantha,1796.8125,28500000.0,3,3,18.0,South West,1,2.0
 Kathmandu, Sunderbasti,1775.421875,27500000.0,6,4,13.0,South East,1,3.0
 Lalitpur, Lubhu,1775.421875,14500000.0,4,3,13.0,South East,1,2.0
 Kathmandu, Kamalpokhari,598.9375,30000000.0,0,3,32.0,West,0,5.0
 Kathmandu, Chabahil,1796.8125,35000000.0,10,4,20.0,West,0,3.0
 Kathmandu, Balkhu,3080.25,49500000.0,7,7,10.0,South,0,3.0
 Kathmandu, Kirtipur,2053.5,18000000.0,4,4,20.0,South East,0,2.0
 Kathmandu, Hattisar,1219.265625,43500000.0,6,0,20.0,West,0,3.0
 Bhaktapur, Lokanthali,2481.3125,35000000.0,14,4,14.0,East,0,3.0
 Kathmandu, Ravi Bhawan,4107.0,60000000.0,0,0,13.0,East,0,3.0
 Kathmandu, Swayambhu,2053.5,13000000.0,4,2,16.0,South,0,
 Kathmandu, Kalanki,2139.0625,38000000.0,7,4,14.0,East,4,3.0
 Kathmandu, Thulo Bharyang,4192.5625,70000000.0,3,4,20.0,North West,4,2.0
 Bhaktapur, Dadikot,1369.0,22500000.0,12,4,20.0,South,0,
 Kathmandu, Thapathali,1689.859375,40100000.0,5,2,14.0,East,0,2.0
 Kathmandu, Thamel,1454.5625,65000000.0,23,16,12.0,West,4,7.0
 Kathmandu, Sitapaila,1475.953125,25500000.0,5,4,13.0,East,1,3.0
 Kathmandu, Budhanilkantha,2738.0,25000000.0,4,3,13.0,West,4,3.0
 Kathmandu, Mulpani,1026.75,16500000.0,5,3,10.0,North,1,3.0
 Kathmandu, Dhumbarahi,1796.8125,55000000.0,0,0,20.0,West,0,2.0
 Kathmandu, Dhapasi,2139.0625,26000000.0,4,3,15.0,West,0,3.0
 Kathmandu, Pepsicola,3764.75,110000000.0,0,13,23.0,South East,12,5.0
 Lalitpur, Khumaltar,3080.25,58500000.0,5,5,13.0,East,3,3.0
 Kathmandu, Pasikot,1711.25,35000000.0,7,6,12.0,South,2,3.0
 Lalitpur, Bhaisepati,1454.5625,29000000.0,3,2,15.0,South,1,
 Kathmandu, Budhanilkantha,5476.0,90000000.0,6,3,20.0,West,10,2.0
 Kathmandu, Budhanilkantha,7187.25,80000000.0,5,3,20.0,East,9,2.0
 Kathmandu, Dhapasi,5818.25,70000000.0,5,3,20.0,East,12,2.0
 Kathmandu, Baluwatar,3508.0625,130000000.0,6,4,20.0,West,9,3.0
 Lalitpur, Lubhu,1112.3125,11000000.0,3,4,11.0,South East,1,3.0
 Kathmandu, Budhanilkantha,3165.8125,50000000.0,5,4,20.0,East,9,2.0
 Kathmandu, Thankot,2053.5,18500000.0,4,4,13.0,South,3,
 Kathmandu, Kalanki,3422.5,62000000.0,7,4,0.0,East,3,
 Kathmandu, Kavresthali,1369.0,10500000.0,0,0,10.0,North,0,
 Kathmandu, Naikap,1369.0,22500000.0,5,3,13.0,East,1,3.0
 Bhaktapur, Balkot,1796.8125,29000000.0,3,3,20.0,North,2,2.0
 Kathmandu, Budhanilkantha,21904.0,105000000.0,4,3,20.0,South,4,
 Kathmandu, Baluwatar,3401.109375,80000000.0,4,5,13.0,West,4,
 Lalitpur, Nakhundol,1540.125,25000000.0,3,4,13.0,East,2,2.0
 Bhaktapur, Bhaktapur,2395.75,32500000.0,4,4,20.0,South,4,2.0
 Kathmandu, Raniban,10609.75,120000000.0,0,0,20.0,West,0,
 Kathmandu, Makalbari,1475.953125,20000000.0,7,3,10.0,West,2,2.5
 Kathmandu, Budhanilkantha,1369.0,33500000.0,0,4,18.0,South East,2,3.0
 Kathmandu, Mhepi,1754.03125,37000000.0,0,0,13.0,North East,0,
 Kathmandu, Pasikot,2566.875,36000000.0,0,0,20.0,East,0,
 Lalitpur, Imadol,1197.875,19500000.0,4,3,20.0,North East,1,2.5
 Kathmandu, Swayambhu,1860.984375,37000000.0,8,5,12.0,South,2,3.0
 Kathmandu, Swayambhu,1369.0,34000000.0,6,3,12.0,South,1,3.0
 Lalitpur, Imadol,1369.0,21000000.0,0,3,12.0,East,1,3.0
 Kathmandu, Syuchatar,2224.625,22000000.0,5,3,10.0,South West,1,
 Kathmandu, Kavresthali,1369.0,23000000.0,7,3,10.0,North East,1,
 Kathmandu, Thulo Bharyang,0.0,25000000.0,8,4,13.0,North,0,5.0
 Kathmandu, Goldhunga,1240.65625,15500000.0,5,2,13.0,North West,1,
 Kathmandu, Baluwatar,3422.5,90000000.0,5,5,20.0,South East,3,
 Kathmandu, Pasikot,3422.5,32000000.0,0,0,20.0,South West,0,
 Kathmandu, Dillibazar,1026.75,1000000.0,0,0,26.0,North,0,
 Lalitpur, Sanepa,1400.0,35000000.0,0,0,20.0,North East,0,
 Kathmandu, Panipokhari,1583.0,23000000.0,3,3,20.0,South,1,
 Kathmandu, Thapathali,900.0,290000.0,0,1,12.0,East,1,1.0
 Lalitpur, Bhaisepati,1200.0,16500000.0,3,2,40.0,East,1,5.0
 Kathmandu, Samakhusi,1026.75,24500000.0,0,3,16.0,East,1,2.0
 Kathmandu, Manamaiju,1026.75,17000000.0,5,3,14.0,West,1,3.0
 Lalitpur, Jhamsikhel,683.0,11900000.0,2,1,30.0,North,0,
 Kathmandu, Pasikot,1882.375,28500000.0,6,6,20.0,South East,1,
 Lalitpur, Tikathali,1197.875,21500000.0,0,0,13.0,South West,1,
 Kathmandu, Bafal,1796.8125,32500000.0,11,0,20.0,East,1,
 Kathmandu, Hattisar,1711.25,50000000.0,3,3,20.0,South,2,3.0
 Lalitpur, Bhaisepati,1625.6875,31500000.0,4,4,12.0,South,1,3.0
 Lalitpur, Harisiddhi,1090.921875,18000000.0,3,3,18.0,South East,1,3.0
 Kathmandu, Chabahil,684.5,30000000.0,0,3,25.0,East,1,3.0
 Kathmandu, Chabahil,3251.375,60000000.0,0,0,15.0,East,3,2.0
 Kathmandu, Putalisadak,3080.25,75000000.0,0,0,12.0,East,0,5.0
 Kathmandu, Chabahil,3422.5,75000000.0,0,0,16.0,East,0,3.0
 Kathmandu, Ratopul,2053.5,39500000.0,0,0,18.0,East,3,4.0
 Kathmandu, Budhanilkantha,2139.0625,36500000.0,5,4,20.0,East,2,2.0
 Kathmandu, Golfutar,6502.75,102500000.0,5,0,20.0,East,0,2.0
 Kathmandu, Sanobharyang,1112.3125,22500000.0,5,3,14.0,East,1,3.0
 Kathmandu, Sano Bharyang,1026.75,23500000.0,5,3,15.0,East,2,3.0
 Kathmandu, Budhanilkantha,1090.921875,22500000.0,4,3,15.0,East,1,3.0
 Kathmandu, Budhanilkantha,1369.0,32500000.0,5,4,15.0,East,1,3.0
 Kathmandu, Chapali,4107.0,42500000.0,5,0,15.0,East,4,3.0
 Kathmandu, Thankot,1369.0,11000000.0,10,3,3.0,East,0,2.0
 Kathmandu, Sukedhara,1711.25,42500000.0,5,3,12.0,East,1,2.0
 Lalitpur, Baghdol,3764.75,39000000.0,2,1,0.0,East,2,1.0
 Bhaktapur, Gatthaghar,1026.75,12500000.0,0,0,16.0,East,0,2.0
 Kathmandu, Kapan,1625.6875,18000000.0,6,3,13.0,South,2,3.0
 Lalitpur, Bhaisepati,1882.375,35200000.0,4,4,20.0,East,1,
 Lalitpur, Bhaisepati,2053.5,37100000.0,4,4,20.0,West,1,
 Lalitpur, Bhaisepati,1454.5625,28200000.0,4,4,40.0,North East,1,2.0
 Lalitpur, Bhaisepati,1026.75,30000000.0,4,4,0.0,East,1,
 Kathmandu, Nagarjun,3165.8125,17500000.0,5,4,15.0,North,1,3.0
 Kathmandu, Chandragiri,1026.75,9500000.0,3,1,13.0,South,1,
 Kathmandu, Thapathali,2181.84375,9000000.0,6,3,10.0,East,1,3.0
 Lalitpur, Imadol,1026.75,20000000.0,3,3,0.0,East,1,
 Lalitpur, Imadol,1026.75,19500000.0,5,3,20.0,North East,1,3.0
 Kathmandu, Budhanilkantha,2738.0,65000000.0,5,4,20.0,East,1,2.0
 Kathmandu, Budhanilkantha,6845.0,150000000.0,6,6,18.0,East,4,2.0
 Kathmandu, Budhanilkantha,32856.0,250000000.0,5,7,18.0,East,20,2.0
 Kathmandu, Budhanilkantha,2053.5,37000000.0,6,6,16.0,East,2,3.0
 Kathmandu, Budhanilkantha,1026.75,19000000.0,4,3,15.0,East,1,2.0
 Kathmandu, Baluwatar,4107.0,105000000.0,6,5,16.0,East,3,3.0
 Kathmandu, Sitapaila,1369.0,24000000.0,8,5,14.0,West,1,3.0
 Lalitpur, Tikathali,1369.0,20000000.0,5,2,15.0,East,1,4.0
 Kathmandu, Basundhara,1112.3125,22500000.0,4,3,16.0,East,1,2.0
 Kathmandu, Golfutar,2053.5,45000000.0,0,4,20.0,East,2,3.0
 Kathmandu, Dhapasi,4107.0,69000000.0,5,5,22.0,South,0,3.0
 Kathmandu, Naxal,4107.0,65000000.0,6,5,16.0,East,0,2.0
 Kathmandu, Baluwatar,2139.0625,60000000.0,7,4,14.0,East,4,4.0
 Kathmandu, Basundhara,1369.0,25500000.0,7,4,14.0,East,1,3.0
 Kathmandu, Samakhusi,2395.75,55000000.0,5,4,14.0,South East,2,2.0
 Kathmandu, Kapan,1283.4375,24000000.0,5,3,13.0,East,1,2.0
 Kathmandu, Mandikatar,1369.0,27500000.0,6,3,15.0,East,1,2.0
 Kathmandu, Budhanilkantha,3422.5,63000000.0,5,4,16.0,East,2,2.0
 Kathmandu, Budhanilkantha,5818.25,60000000.0,5,5,20.0,East,0,2.0
 Kathmandu, Budhanilkantha,2053.5,34500000.0,6,4,30.0,East,2,3.0
 Kathmandu, Baluwatar,1882.375,39500000.0,3,3,15.0,East,2,2.0
 Kathmandu, Budhanilkantha,3080.25,38000000.0,0,3,16.0,East,3,2.0
 Kathmandu, Pepsicola,1340.0,15200000.0,4,2,20.0,South,1,
 Kathmandu, Budhanilkantha,7529.5,70000000.0,5,4,16.0,East,10,
 Kathmandu, Chabahil,1796.8125,50000000.0,4,4,16.0,East,2,2.0
 Kathmandu, Banasthali,1026.75,22500000.0,4,3,15.0,East,1,2.0
 Kathmandu, Swayambhu,1026.75,23500000.0,0,3,16.0,East,1,2.0
 Kathmandu, Ramkot,1711.25,17500000.0,4,2,20.0,North East,0,
 Kathmandu, Ramkot,1369.0,15500000.0,4,2,0.0,North East,1,2.0
 Kathmandu, Chabahil,1400.0,2000000.0,0,0,20.0,East,0,
 Lalitpur, Gwarko,1048.140625,21000000.0,3,2,13.0,South,1,2.5
 Kathmandu, Buddhanagar,1026.75,29900000.0,5,3,10.0,South,1,2.5
 Lalitpur, Sanepa,1800.0,45000000.0,3,2,20.0,South,1,13.0
 Kathmandu, Old Baneshwor,1369.0,39000000.0,6,5,13.0,East,3,3.0
 Kathmandu, Golfutar,2395.75,35000000.0,4,4,20.0,East,2,2.0
 Kathmandu, Mandikatar,4791.5,60000000.0,5,4,16.0,East,2,2.0
 Kathmandu, Dhumbarahi,3764.75,75000000.0,0,4,18.0,East,0,2.0
 Kathmandu, Basundhara,1711.25,36500000.0,4,3,15.0,East,1,2.0
 Kathmandu, Hattigauda,1711.25,37500000.0,4,3,15.0,South East,1,2.0
 Kathmandu, Tokha,1112.3125,25000000.0,4,3,12.0,East,1,2.0
 Kathmandu, Tokha,2053.5,38500000.0,0,4,16.0,East,3,2.0
 Kathmandu, Budhanilkantha,1369.0,24000000.0,4,3,14.0,East,1,2.0
 Kathmandu, Basundhara,7786.1875,35500000.0,4,3,15.0,East,1,3.0
 Kathmandu, Chapali,5476.0,110000000.0,4,4,16.0,East,0,
 Kathmandu, Hadigaun,1711.25,55000000.0,4,3,15.0,East,2,
 Kathmandu, Hattigauda,2139.0625,35500000.0,4,4,15.0,East,2,2.0
 Kathmandu, Tokha,1369.0,29500000.0,4,3,13.0,East,1,2.0
 Kathmandu, Pasikot,2909.125,49500000.0,0,4,16.0,East,3,2.0
 Kathmandu, Sukedhara,6074.9375,95000000.0,0,4,15.0,East,0,2.0
 Kathmandu, Kapan,1796.8125,28000000.0,4,3,14.0,South East,2,2.0
 Kathmandu, Budhanilkantha,2395.75,45000000.0,4,4,16.0,East,3,
 Kathmandu, Pasikot,7187.25,80000000.0,0,4,16.0,East,0,
 Kathmandu, Dhapasi,1711.25,35000000.0,4,4,15.0,East,2,2.0
 Kathmandu, Chapali,4107.0,57500000.0,4,4,16.0,South East,4,2.0
 Kathmandu, Golfutar,3080.25,55000000.0,4,4,20.0,South East,3,2.0
 Kathmandu, Maharajgunj,3080.25,67500000.0,4,4,20.0,South East,4,
 Kathmandu, Maharajgunj,2738.0,55000000.0,4,3,14.0,South East,3,2.0
 Kathmandu, Samakhusi,1711.25,35000000.0,6,3,15.0,East,2,2.0
 Kathmandu, Budhanilkantha,2053.5,36000000.0,5,4,15.0,North East,2,2.0
 Kathmandu, Kapan,1369.0,26000000.0,4,3,14.0,North East,2,2.0
 Kathmandu, Golfutar,3080.25,47500000.0,5,4,16.0,South East,3,2.0
 Lalitpur, Balkumari,1259.0,18000000.0,3,2,0.0,East,1,4.0
 Kathmandu, Tarkeshwor,1369.0,28000000.0,0,0,12.0,East,0,
 Lalitpur, Imadol,1197.875,18500000.0,5,2,13.0,West,1,2.5
 Lalitpur, Imadol,1197.875,19500000.0,5,3,13.0,East,2,2.5
 Kathmandu, Durbar Marg,500.0,850000.0,0,1,82.025,East,1,
 Kathmandu, Tokha,1369.0,26300000.0,5,0,13.0,East,1,
 Kathmandu, Basundhara,1796.8125,37000000.0,6,0,13.0,East,1,
 Kathmandu, Tokha,1026.75,16000000.0,4,3,12.0,East,1,
 Lalitpur, Thaiba,1026.75,20000000.0,3,2,20.0,South,1,3.0
 Kathmandu, Manamaiju,1026.75,17000000.0,0,0,12.0,East,0,
 Lalitpur, Imadol,1369.0,19000000.0,0,0,0.0,North East,1,
 Lalitpur, Imadol,941.1875,11000000.0,2,1,13.0,East,1,1.0
 Kathmandu, Gongabu,1026.75,20000000.0,0,0,14.0,East,2,0.0
 Kathmandu, Budhanilkantha,4791.5,67500000.0,4,4,15.0,East,2,2.0
 Kathmandu, Budhanilkantha,2139.0625,32500000.0,4,4,15.0,East,2,2.0
 Kathmandu, Golfutar,2395.75,35000000.0,4,4,15.0,East,2,2.0
 Kathmandu, Budhanilkantha,1540.125,31000000.0,4,4,14.0,East,1,2.0
 Kathmandu, Sukedhara,1283.4375,32500000.0,4,4,18.0,East,1,2.0
 Kathmandu, Mandikatar,1112.3125,20000000.0,4,4,15.0,East,1,3.0
 Kathmandu, Sukedhara,1796.8125,35000000.0,2,3,15.0,East,4,
 Kathmandu, Golfutar,1369.0,32500000.0,4,3,30.0,East,1,3.0
 Kathmandu, Budhanilkantha,2053.5,35000000.0,4,4,33.0,East,2,3.0
 Kathmandu, Tokha,1369.0,26000000.0,0,0,12.0,East,1,3.0
 Kathmandu, Baniyatar,1369.0,26500000.0,0,0,14.0,South East,1,3.0
 Kathmandu, Tokha,1454.5625,13200000.0,4,2,13.0,East,1,0.0
 Lalitpur, Kusunti,1925.15625,38500000.0,4,4,13.0,North West,3,3.0
 Lalitpur, Satdobato,3422.5,70000000.0,3,3,20.0,East,4,2.0
 Kathmandu, Shantinagar,3251.375,70000000.0,4,3,20.0,East,4,3.0
 Lalitpur, Sanepa,1369.0,25000000.0,3,5,20.0,East,1,
 Lalitpur, Imadol,941.1875,13500000.0,3,9,10.0,North East,0,3.0
 Lalitpur, Dhapakhel,2224.625,36000000.0,3,3,20.0,East,2,
 Kathmandu, Ghattekulo,4620.375,100000000.0,8,9,13.0,South,4,4.0
 Kathmandu, Old Baneshwor,3165.8125,60000000.0,6,3,20.0,South,4,
 Kathmandu, Budhanilkantha,2738.0,47500000.0,5,4,20.0,East,2,
 Kathmandu, Dhapasi,1369.0,25000000.0,3,3,20.0,South,1,
 Lalitpur, Thaiba,2053.5,35000000.0,5,4,20.0,West,2,
 Kathmandu, Chhauni,2395.75,46000000.0,5,4,13.0,South West,2,
 Kathmandu, Dhumbarahi,4107.0,70000000.0,5,7,14.0,East,3,2.0
 Kathmandu, Chabahil,1796.8125,18000000.0,2,1,12.0,South,0,1.0
 Kathmandu, Maharajgunj,2481.3125,62500000.0,5,6,15.0,East,5,2.0
 Kathmandu, Dhapasi,2738.0,45000000.0,6,6,20.0,South West,2,3.0
 Kathmandu, Budhanilkantha,8898.5,130000000.0,6,7,20.0,North,10,2.0
 Kathmandu, Mid Baneshwor,4149.78125,120000000.0,4,5,20.0,South East,2,2.0
 Lalitpur, Thaiba,1390.390625,19000000.0,4,4,13.0,East,2,3.0
 Kathmandu, Newroad,855.625,122500000.0,23,10,15.0,West,0,
 Kathmandu, Jamal,1850.0,1200000.0,0,0,40.0,North,0,
 Kathmandu, Basbari,6160.5,115000000.0,4,4,13.0,North East,4,3.0
 Kathmandu, Dhungedhara,7871.75,140000000.0,7,4,26.0,East,3,
 Kathmandu, Anamnagar,1711.25,33000000.0,5,4,12.0,East,1,4.0
 Kathmandu, Tathali,1026.75,4600000.0,0,0,13.0,North,0,1.0
 Kathmandu, Budhanilkantha,2823.5625,41000000.0,5,4,13.0,East,2,2.0
 Kathmandu, Kapan,1112.3125,21500000.0,0,0,16.0,North East,0,
 Lalitpur, Dhobighat,3080.25,80000000.0,5,5,20.0,East,4,
 Lalitpur, Baghdol,1262.046875,19500000.0,4,4,20.0,West,1,2.0
 Lalitpur, Nakkhu,1369.0,26500000.0,4,4,16.0,East,1,2.0
 Lalitpur, Dhobighat,1369.0,29500000.0,5,3,0.0,East,4,
 Kathmandu, Naya Bazar,1026.75,40000000.0,3,4,20.0,East,1,3.0
 Kathmandu, Mulpani,3764.75,17500000.0,6,2,20.0,East,1,3.0
 Kathmandu, Ramkot,1197.875,17500000.0,7,3,0.0,East,0,3.0
 Kathmandu, Swayambhu,3080.25,27000000.0,0,0,0.0,East,0,
 Kathmandu, Dhapasi,5476.0,70000000.0,3,4,20.0,North,4,2.0
 Kathmandu, Pasikot,1369.0,30000000.0,5,4,20.0,West,2,3.0
 Lalitpur, Jhamsikhel,700.0,12000000.0,2,1,20.0,East,1,1.0
 Kathmandu, Gurujudhara,1454.5625,17000000.0,6,3,11.0,South East,2,2.0
 Kathmandu, Chandragiri,1946.546875,35000000.0,0,0,20.0,South East,2,2.0
 Lalitpur, Sanepa,1369.0,30000000.0,4,4,13.0,North,2,3.0
 Kathmandu, Dhungedhara,1283.4375,24500000.0,7,4,12.0,West,0,
 Kathmandu, Basundhara,2053.5,42500000.0,6,6,15.0,South,2,4.0
 Kathmandu, Basundhara,2738.0,45000000.0,6,6,15.0,South West,2,3.0
 Lalitpur, Thasikhel,1369.0,46500000.0,0,0,21.0,East,0,2.0
 Kathmandu, Jorpati,2700.0,21500000.0,4,3,12.0,East,1,3.0
