Price(Float),Area(In Sq.Feet),Road,Face,Floor,Bedroom,Bathroom,Address,City
28700000,1403.225,13.0,South,3.0,6,6.0,Hattiban,Lalitpur
19500000,1471.675,13.0,East,2.5,4,3.0,Syuchatar,Kathmandu
37000000,1095.2,13.0,North East,2.5,4,3.0,Bafal,Kathmandu
23500000,855.625,13.0,East,4.0,3,3.0,Banasthali,Kathmandu
58000000,3422.5,13.0,East,2.5,4,2.0,Dhapasi,Kathmandu
51500000,2840.675,13.0,South West,2.0,5,3.0,Budhanilkantha,Kathmandu
29000000,4107.0,13.0,South,2.5,14,6.0,Godamchaur,Lalitpur
25500000,1026.75,13.0,West,2.5,4,4.0,Imadol,Lalitpur
61500000,2053.5,13.0,South,2.5,5,3.0,Chapali,Kathmandu
36500000,1711.25,13.0,South,3.0,5,4.0,Bafal,Kathmandu
55000000,2121.95,13.0,South East,2.5,6,5.0,Bansbari,Kathmandu
18000000,1369.0,13.0,North East,1.0,3,2.0,Matatirtha,Kathmandu
35000000,1711.25,13.0,South,2.5,5,5.0,Ganesh Chowk,Kathmandu
35000000,2738.0,13.0,North,2.5,5,4.0,Katunje,Bhaktapur
17000000,752.95,13.0,North East,2.5,5,2.0,Lubhu,Lalitpur
58000000,3422.5,13.0,East,2.0,4,3.0,Dhapasi,Kathmandu
55000000,2464.2,13.0,North East,2.5,4,5.0,Narayanthan,Kathmandu
35000000,1369.0,13.0,North East,2.5,5,5.0,Narayanthan,Kathmandu
16500000,1060.975,13.0,West,2.0,5,1.0,Thankot,Kathmandu
32500000,1813.925,13.0,South East,3.0,6,3.0,Kapan,Kathmandu
28500000,1129.425,13.0,North West,2.5,4,4.0,Imadol,Lalitpur
22500000,752.95,13.0,South,2.5,6,3.0,Khusibu,Kathmandu
27500000,1026.75,13.0,South East,3.0,5,3.0,Imadol,Lalitpur
190000000,3490.95,13.0,South West,5.0,10,8.0,Tahachal,Kathmandu
37500000,2395.75,13.0,South,2.5,4,3.0,Sitapaila,Kathmandu
65000000,4107.0,13.0,South,3.0,7,3.0,Imadol,Lalitpur
44000000,2395.75,13.0,North East,2.5,5,4.0,Dhapasi,Kathmandu
16000000,1026.75,13.0,West,3.0,3,3.0,Pepsicola,Kathmandu
40000000,1471.675,13.0,West,2.5,5,4.0,Budhanilkantha,Kathmandu
41000000,1369.0,13.0,South West,2.0,5,5.0,Bhaisepati,Lalitpur
39900000,1437.45,13.0,North,4.5,9,6.0,Kamalbinayak,Bhaktapur
26000000,1060.975,13.0,North,2.0,4,5.0,Imadol,Lalitpur
45000000,1779.7,13.0,South West,2.5,5,4.0,Ganesh Chowk,Kathmandu
31000000,1369.0,13.0,South East,2.5,5,4.0,Sitapaila,Kathmandu
29500000,1095.2,13.0,East,2.0,5,5.0,Tikathali,Lalitpur
50000000,1745.475,13.0,South,2.5,4,5.0,Rudreshwor,Kathmandu
32500000,1129.425,13.0,South East,2.5,4,4.0,Bhaisepati,Lalitpur
67500000,2464.2,13.0,North East,2.5,6,4.0,Kupandole,Lalitpur
30000000,1026.75,13.0,West,2.5,4,3.0,Thulo Bharyang,Kathmandu
42500000,1369.0,13.0,South,2.5,6,4.0,Imadol,Lalitpur
21000000,15743.5,13.0,North,2.5,4,4.0,Imadol,Lalitpur
23500000,1060.975,13.0,North,2.5,4,5.0,Imadol,Lalitpur
25500000,1026.75,13.0,West,3.0,5,3.0,Kageshwori Manohara,Kathmandu
39000000,1711.25,13.0,East,2.5,4,4.0,Nakkhu,Lalitpur
36000000,1711.25,13.0,North,3.5,6,5.0,Kapan,Kathmandu
53000000,1779.7,13.0,South West,2.5,4,4.0,Nakkhu,Lalitpur
150000000,2806.45,13.0,South,2.5,6,7.0,Bhaisepati,Lalitpur
48500000,3422.5,13.0,West,2.0,4,4.0,Boharatar,Kathmandu
45000000,1095.2,13.0,South,2.5,8,8.0,Shankhamul,Kathmandu
26500000,1095.2,13.0,North,2.5,5,4.0,Imadol,Lalitpur
29500000,1369.0,13.0,South,2.5,3,3.0,Dhapasi,Kathmandu
50000000,2053.5,13.0,South,2.5,4,5.0,Bhaisepati,Lalitpur
75000000,2840.675,13.0,South,2.5,5,6.0,Chappal karkhana,Kathmandu
19500000,787.175,13.0,East,2.5,4,3.0,Imadol,Lalitpur
34500000,1745.475,13.0,East,2.5,7,5.0,Baluwakhani,Kathmandu
10000000,6160.5,13.0,South,2.5,5,7.0,Kaushaltar,Bhaktapur
21800000,1060.975,13.0,East,2.5,4,4.0,Imadol,Lalitpur
25000000,1129.425,13.0,South West,2.5,5,4.0,Imadol,Lalitpur
100000000,6845.0,13.0,North,2.5,5,3.0,Thulo Bharyang,Kathmandu
28500000,1471.675,13.0,South,2.0,4,2.0,Changathali,Lalitpur
100000000,4791.5,13.0,South,3.5,8,6.0,Maitidevi,Kathmandu
145000000,10952.0,13.0,South East,2.5,5,5.0,Rudreshwor,Kathmandu
105000000,3764.75,13.0,East,2.5,5,6.0,Narayanthan,Kathmandu
19500000,1026.75,13.0,West,2.5,5,3.0,Makalbari,Kathmandu
26000000,1026.75,13.0,South West,2.5,5,3.0,Kadaghari,Kathmandu
27500000,1437.45,13.0,South,2.5,4,4.0,Bafal,Kathmandu
30000000,2400.0,13.0,South,2.5,3,3.0,Soltidobato,Kathmandu
29500000,1711.25,13.0,North,2.5,5,5.0,Sitapaila,Kathmandu
25000000,1026.75,13.0,South East,2.5,10,5.0,Mandikhatar,Kathmandu
34000000,1369.0,13.0,South,2.5,4,2.0,Imadol,Lalitpur
165000000,6845.0,13.0,East,2.5,5,7.0,Sitapaila,Kathmandu
5000000,4107.0,13.0,South East,4.0,8,4.0,Gwarko,Lalitpur
35000000,1369.0,13.0,East,2.5,5,4.0,Ganesh Chowk,Kathmandu
62000000,2464.2,13.0,West,5.0,17,10.0,Manbhawan,Lalitpur
67000000,2429.975,13.0,West,2.5,3,3.0,Basundhara,Kathmandu
32500000,1369.0,13.0,East,2.5,4,2.0,Golfutar,Kathmandu
10000000,752.95,13.0,North West,1.0,3,1.0,Tokha,Kathmandu
32500000,22588.5,13.0,West,2.5,5,4.0,Nakhipot,Lalitpur
40000000,1403.225,13.0,North East,3.0,7,5.0,Hattiban,Lalitpur
60000000,3114.475,13.0,South West,2.5,4,5.0,Budhanilkantha,Kathmandu
33500000,1369.0,13.0,North East,2.5,4,5.0,Hepali Height,Kathmandu
19000000,752.95,13.0,South,3.0,6,4.0,Dhapakhel,Lalitpur
26500000,1060.975,13.0,West,2.5,6,4.0,Mandikhatar,Kathmandu
45000000,1437.45,13.0,South East,2.5,5,4.0,Bhaisepati,Lalitpur
23000000,1026.75,13.0,West,2.5,4,3.0,Ochu Height,Lalitpur
31000000,2738.0,13.0,North East,1.0,2,1.0,Makalbari,Kathmandu
24000000,1060.975,13.0,East,3.0,4,4.0,Imadol,Lalitpur
9000000,1095.2,13.0,East,2.0,5,1.0,Jagdol,Kathmandu
19500000,752.95,13.0,West,2.5,5,3.0,Tikathali,Lalitpur
30000000,1095.2,13.0,East,3.0,8,3.0,Attarkhel,Kathmandu
24000000,1095.2,13.0,South,2.5,5,4.0,Kusunti,Lalitpur
27500000,1095.2,13.0,East,2.5,4,4.0,Imadol,Lalitpur
35000000,1711.25,13.0,West,2.5,5,5.0,Rudreshwor,Kathmandu
39000000,1745.475,13.0,North,3.5,5,7.0,Hattigaunda,Kathmandu
55000000,2121.95,13.0,South,5.0,20,22.0,Gongabu,Kathmandu
26500000,787.175,13.0,South East,4.0,9,3.0,Jadibuti,Kathmandu
36500000,1095.2,13.0,East,2.5,3,4.0,Khumaltar,Lalitpur
34000000,1711.25,13.0,South West,2.5,3,5.0,Bhangal,Kathmandu
34000000,1095.2,13.0,East,3.5,8,4.0,Hattiban,Lalitpur
39500000,1711.25,13.0,South East,3.0,7,5.0,Budhanilkantha,Kathmandu
21500000,1129.425,13.0,West,2.5,5,3.0,Duwakot,Bhaktapur
33500000,1711.25,13.0,South,2.5,5,4.0,Pasikot,Kathmandu
62500000,3148.7,13.0,South,2.0,4,3.0,Bansbari,Kathmandu
30000000,1369.0,13.0,West,3.5,5,5.0,Gatthaghar,Bhaktapur
20500000,752.95,13.0,North,2.5,4,4.0,Imadol,Lalitpur
36000000,1711.25,13.0,North,2.5,5,4.0,Pasikot,Kathmandu
20000000,1026.75,13.0,East,2.0,5,2.0,Boharatar,Kathmandu
42000000,2806.45,13.0,North East,2.0,4,3.0,Dhapakhel,Lalitpur
45000000,2738.0,13.0,North East,2.5,5,4.0,Machhegaun,Kathmandu
24000000,1095.2,13.0,West,3.0,5,4.0,Padamsal,Kathmandu
47500000,1437.45,13.0,South East,2.5,5,4.0,Bhaisepati,Lalitpur
17500000,1026.75,13.0,South East,2.5,11,3.0,Paiyatar,Kathmandu
31500000,1369.0,13.0,South,2.5,11,5.0,Gongabu,Kathmandu
31000000,1129.425,13.0,South West,2.5,5,3.0,Dhapasi,Kathmandu
27500000,1369.0,13.0,South,2.0,5,3.0,Manjushree Marga,Lalitpur
60000000,2053.5,13.0,South,3.5,5,5.0,Chakupat,Lalitpur
35000000,1437.45,13.0,West,2.0,5,5.0,Taukhel,Lalitpur
27500000,1369.0,13.0,South,2.5,5,4.0,Bhaisepati,Lalitpur
28500000,1403.225,13.0,South,2.5,6,5.0,Chunikhel,Kathmandu
34000000,1711.25,13.0,North East,2.5,6,5.0,Pasikot,Kathmandu
30000000,3080.25,13.0,North,2.5,5,4.0,Muhanpokhari,Kathmandu
49500000,2738.0,13.0,East,2.5,8,5.0,Deuwa chowk,Kathmandu
52500000,2121.95,13.0,North,4.0,36,17.0,Shantinagar,Kathmandu
62500000,2121.95,13.0,South West,2.5,5,6.0,Bhaisepati,Lalitpur
25000000,718.725,13.0,West,2.0,6,2.0,Gwarko,Lalitpur
39500000,1403.225,13.0,North East,3.0,7,5.0,Hattiban,Lalitpur
49500000,1369.0,13.0,South East,2.5,4,4.0,Bhaisepati,Lalitpur
29000000,1369.0,13.0,North East,4.5,11,4.0,Kadaghari,Kathmandu
12000000,1026.75,13.0,South East,1.0,2,1.0,Lamatar,Lalitpur
37000000,2053.5,13.0,North,2.5,6,5.0,Budhanilkantha,Kathmandu
33000000,1369.0,13.0,North,2.5,6,5.0,Samakhushi chowk,Kathmandu
92500000,3148.7,13.0,South East,3.0,5,5.0,Kalimati,Kathmandu
55000000,2806.45,13.0,North East,2.5,4,4.0,Budhanilkantha,Kathmandu
45000000,1711.25,13.0,West,2.5,6,5.0,Budhanilkantha,Kathmandu
22500000,752.95,13.0,East,4.0,20,10.0,Gongabu,Kathmandu
22500000,1026.75,13.0,West,3.0,7,4.0,Chyasal,Lalitpur
30000000,1095.2,13.0,South,3.0,6,3.0,Narayantar,Kathmandu
60000000,2840.675,13.0,East,3.5,4,5.0,Bafal,Kathmandu
29000000,1369.0,13.0,North,2.5,5,4.0,Imadol,Lalitpur
32500000,1129.425,13.0,South West,2.5,4,4.0,Bhaisepati,Lalitpur
13000000,1437.45,13.0,North,1.0,3,1.0,Taukhel,Lalitpur
23000000,1026.75,13.0,East,2.5,4,3.0,Kusunti,Lalitpur
27000000,1403.225,13.0,East,2.5,4,3.0,Sitapaila,Kathmandu
37500000,2224.625,13.0,North West,2.5,4,4.0,Bhaisepati,Lalitpur
27500000,1369.0,13.0,West,2.5,3,4.0,Bhaisepati,Lalitpur
26500000,1026.75,13.0,West,2.5,6,3.0,Tokha,Kathmandu
24000000,1095.2,13.0,East,2.5,4,3.0,Imadol,Lalitpur
250000000,13690.0,13.0,South West,2.5,6,5.0,Swoyambhu,Kathmandu
42500000,1026.75,13.0,North,6.0,19,19.0,Kalanki,Kathmandu
22000000,1129.425,13.0,South East,2.5,5,3.0,Gairi Gaun,Kathmandu
29000000,1437.45,13.0,North West,3.0,5,6.0,Matatirtha,Kathmandu
37000000,1711.25,13.0,North East,3.5,8,4.0,Gongabu,Kathmandu
30500000,1437.45,13.0,South,2.5,5,4.0,Birendra Chowk,Kathmandu
47000000,1471.675,13.0,South,3.0,5,4.0,Balkumari,Lalitpur
23500000,752.95,13.0,South East,2.5,3,3.0,Sitapaila,Kathmandu
31000000,1026.75,13.0,East,2.5,6,4.0,Ekatabasti,Kathmandu
54000000,2806.45,13.0,South West,2.5,1,1.0,sitapaila,Kathmandu
21000000,1026.75,13.0,South East,3.0,7,3.0,Satungal,Kathmandu
24500000,1129.425,13.0,West,2.5,3,3.0,Budhanilkantha,Kathmandu
34500000,1369.0,13.0,West,2.5,6,5.0,Budhanilkantha,Kathmandu
32000000,1060.975,13.0,North,2.5,5,6.0,Bhangal,Kathmandu
36000000,1403.225,13.0,South West,2.5,4,5.0,Nakkhu,Lalitpur
40000000,1369.0,13.0,West,2.5,7,3.0,Shankhamul,Kathmandu
35500000,1403.225,13.0,West,2.5,5,1.0,Kapan,Kathmandu
50000000,1711.25,13.0,East,2.5,4,3.0,Bhaisepati,Lalitpur
23000000,1026.75,13.0,South,2.5,7,3.0,Tikathali,Lalitpur
29500000,1129.425,13.0,East,3.0,7,3.0,Chapali,Kathmandu
52500000,2738.0,13.0,North,3.0,9,4.0,Budhanilkantha,Kathmandu
28000000,21904.0,13.0,South,2.5,6,4.0,Imadol,Lalitpur
17000000,1026.75,13.0,South,2.0,5,3.0,Lamathumki,Kathmandu
26500000,1369.0,13.0,West,3.0,8,8.0,Setipakha,Lalitpur
24000000,1095.2,13.0,East,2.5,4,3.0,Thaiba,Lalitpur
21500000,1060.975,13.0,South,2.5,4,3.0,Imadol,Lalitpur
24000000,1711.25,13.0,East,2.5,6,3.0,Balkot,Bhaktapur
41000000,1711.25,13.0,East,3.5,8,6.0,Ochu Height,Lalitpur
12000000,787.175,13.0,South,1.0,2,1.0,Darjeeling Height,Bhaktapur
15000000,1369.0,13.0,South,1.0,2,1.0,Balkot,Bhaktapur
70000000,2053.5,13.0,West,3.5,4,5.0,Bhaisepati,Lalitpur
55000000,2053.5,13.0,North East,3.5,10,6.0,Maitrinagar,Kathmandu
38500000,1369.0,13.0,North East,2.5,7,5.0,Budhanilkantha,Kathmandu
37500000,1369.0,13.0,East,2.0,7,4.0,Bafal,Kathmandu
47500000,2806.45,13.0,North,3.0,7,6.0,Naikap,Kathmandu
34000000,1369.0,13.0,South East,3.0,4,3.0,Hattigaunda,Kathmandu
17000000,752.95,13.0,North East,2.5,6,2.0,Lubhu,Lalitpur
36000000,1711.25,13.0,North,3.0,4,1.0,Imadol,Lalitpur
22500000,1060.975,13.0,North East,3.0,6,3.0,Golfutar,Kathmandu
29500000,1437.45,13.0,North West,2.5,4,4.0,Satungal,Kathmandu
35000000,1369.0,13.0,South East,2.5,5,4.0,Pasikot,Kathmandu
22000000,1129.425,13.0,South East,2.5,4,3.0,Thulo Bharyang,Kathmandu
25000000,1095.2,13.0,East,2.5,6,3.0,Hattidanda,Kathmandu
60000000,3490.95,13.0,South West,3.5,5,4.0,Mahadevtar,Kathmandu
26500000,1197.875,13.0,East,3.0,4,3.0,Imadol,Lalitpur
21500000,787.175,13.0,East,3.0,3,3.0,Imadol,Lalitpur
28000000,1711.25,13.0,South,3.5,8,4.0,Pasikot,Kathmandu
46000000,2395.75,13.0,South East,2.5,6,5.0,Nakhipot,Lalitpur
37500000,1283.4375,13.0,South East,2.5,5,4.0,Tikathali,Lalitpur
31500000,1240.65625,13.0,East,2.5,6,4.0,Imadol,Lalitpur
32000000,1369.0,13.0,South East,2.5,5,4.0,Kapan,Kathmandu
45000000,1745.475,13.0,South West,3.0,7,6.0,Bhangal,Kathmandu
38000000,1437.45,13.0,North East,2.5,7,4.0,Sampang Chowk,Lalitpur
26000000,1197.875,13.0,South,2.5,6,4.0,Mahalaxmi Nagarpalika,Lalitpur
33800000,1095.2,13.0,East,2.5,4,3.0,Sundarbasti,Kathmandu
28000000,1129.425,13.0,West,3.0,5,5.0,Balkot,Bhaktapur
28500000,1197.875,13.0,South,3.0,9,4.0,Imadol,Lalitpur
55000000,1882.375,13.0,North,4.0,10,7.0,Dhumbarahi,Kathmandu
23000000,1026.75,13.0,South East,2.5,5,3.0,Greenhill City,Kathmandu
73500000,3114.475,13.0,South East,3.5,4,3.0,Manamaiju,Kathmandu
32500000,1369.0,13.0,South,3.0,5,4.0,Hattiban,Lalitpur
35000000,1369.0,13.0,North East,3.5,5,4.0,Hattiban,Lalitpur
35000000,855.625,13.0,South East,3.0,3,2.0,Sanepa,Lalitpur
26000000,1095.2,13.0,East,2.5,5,3.0,Harisiddhi,Lalitpur
29000000,1369.0,13.0,South East,2.5,5,4.0,Balambu,Kathmandu
31000000,1403.225,13.0,East,2.5,4,3.0,Lasuntar,Kathmandu
22000000,1026.75,13.0,South,2.5,5,4.0,Lubhu,Lalitpur
22000000,1026.75,13.0,South East,2.5,6,5.0,Tikathali,Lalitpur
17000000,1112.3125,13.0,North,1.0,2,1.0,Tikathali,Lalitpur
83500000,3336.9375,13.0,South East,3.0,4,4.0,Naxal,Kathmandu
18000000,1026.75,13.0,North,3.0,4,3.0,Mahalaxmi Nagarpalika,Lalitpur
36000000,1454.5625,13.0,South West,2.0,4,5.0,Nakkhu,Lalitpur
25500000,1112.3125,13.0,North East,3.0,4,4.0,Imadol,Lalitpur
22500000,1026.75,13.0,East,2.5,4,3.0,Bhelpa,Lalitpur
29500000,1095.2,13.0,North,2.5,8,3.0,Imadol,Lalitpur
28500000,1197.875,13.0,North West,3.0,4,4.0,Imadol,Lalitpur
75000000,4107.0,13.0,West,3.0,10,3.0,Bafal,Kathmandu
62000000,2053.5,13.0,South,3.0,6,3.0,Kupondole,Lalitpur
32500000,1369.0,13.0,North,2.5,5,5.0,Thecho,Lalitpur
19500000,1369.0,13.0,South,2.5,5,4.0,Imadol,Lalitpur
13000000,1437.45,13.0,North East,1.0,2,1.0,Dharmasthali,Kathmandu
31000000,1300.55,13.0,East,2.5,5,3.0,Pasikot,Kathmandu
23000000,787.175,13.0,South,2.5,5,5.0,Sampang Chowk,Lalitpur
34000000,1369.0,13.0,East,3.0,6,4.0,Banasthali,Kathmandu
55100000,2053.5,13.0,East,3.0,7,5.0,Sinamangal,Kathmandu
55000000,1369.0,13.0,West,2.5,3,3.0,Naxal,Kathmandu
50000000,2738.0,13.0,South East,4.0,7,6.0,Gurujudhara,Kathmandu
20000000,855.625,13.0,East,2.5,4,3.0,Nakhipot,Lalitpur
54900000,2395.75,13.0,North East,2.0,5,5.0,Golfutar,Kathmandu
16000000,1060.975,13.0,North East,1.0,2,1.0,Tikathali,Lalitpur
13000000,1095.2,13.0,West,1.0,3,1.0,Dharmasthali,Kathmandu
33000000,1095.2,13.0,West,2.5,5,4.0,Imadol,Lalitpur
35000000,2464.2,13.0,East,2.5,3,2.0,Liwali,Bhaktapur
30000000,1437.45,13.0,South,2.5,5,4.0,Gwarko,Lalitpur
72500000,3422.5,13.0,North East,2.5,6,3.0,Maharajgunj,Kathmandu
40000000,1471.675,13.0,West,2.5,4,3.0,Mandikhatar,Kathmandu
27000000,1095.2,13.0,South,2.5,5,3.0,Ochu Height,Lalitpur
23500000,1026.75,13.0,East,2.5,4,4.0,Imadol,Lalitpur
15500000,787.175,13.0,South,1.0,2,1.0,Gwarko,Lalitpur
78000000,2053.5,13.0,North East,2.5,4,5.0,Bhaisepati,Lalitpur
34000000,1369.0,13.0,South East,2.5,5,4.0,Pasikot,Kathmandu
27000000,2383.0,13.0,East,3.5,6,4.0,Chapali,Kathmandu
17000000,752.95,13.0,East,2.5,3,3.0,Imadol,Lalitpur
27000000,1129.425,13.0,South West,2.5,7,3.0,Baniyatar,Kathmandu
75000000,4449.25,13.0,North,2.5,5,5.0,Pepsicola,Kathmandu
31500000,1060.975,13.0,West,2.5,4,4.0,Imadol,Lalitpur
74000000,3764.75,13.0,South,3.5,8,4.0,Sanobharyang,Kathmandu
28000000,1095.2,13.0,South,2.5,5,3.0,Nakhipot,Lalitpur
115000000,8898.5,13.0,South,2.5,7,5.0,Budhanilkantha,Kathmandu
37000000,1711.25,13.0,South West,2.5,6,6.0,Imadol,Lalitpur
25000000,1060.975,13.0,North,2.5,6,3.0,Tikathali,Lalitpur
15000000,1026.75,13.0,West,1.5,3,2.0,Phutung,Kathmandu
39500000,1779.7,13.0,East,2.5,4,4.0,Kusunti,Lalitpur
21500000,787.175,13.0,East,2.5,9,3.0,Tikathali,Lalitpur
38500000,1437.45,13.0,North,3.0,4,5.0,Kalanki,Kathmandu
25500000,1026.75,13.0,North,2.5,6,3.0,Imadol,Lalitpur
45000000,2087.725,13.0,West,2.5,5,5.0,Satdobato,Lalitpur
25000000,1403.225,13.0,West,4.0,11,6.0,Katunje,Bhaktapur
46500000,2121.95,13.0,North West,3.5,4,5.0,Mandikhatar,Kathmandu
25500000,1095.2,13.0,South,2.5,6,5.0,Hattiban,Lalitpur
140000000,2806.45,13.0,South,2.0,4,5.0,Bhaisepati,Lalitpur
41500000,1745.475,13.0,North West,2.5,6,6.0,Budhanilkantha,Kathmandu
40000000,1437.45,13.0,South,2.5,6,3.0,Imadol,Lalitpur
37500000,1745.475,13.0,West,4.5,12,4.0,Lokanthali,Bhaktapur
35000000,2121.95,13.0,South,2.5,3,4.0,Thasikhel,Lalitpur
25000000,1403.225,13.0,West,3.5,5,3.0,Gurjudhara,Kathmandu
30000000,1711.25,13.0,West,2.5,4,3.0,Badeli,Kathmandu
23000000,1026.75,13.0,South,2.5,4,3.0,Tikathali,Lalitpur
34500000,1403.225,13.0,North,2.5,5,4.0,Imadol,Lalitpur
32000000,1711.25,13.0,East,2.5,6,6.0,Dhapasi,Kathmandu
27000000,1060.975,13.0,South,2.5,4,3.0,Gwarko,Lalitpur
24000000,943.1,13.0,West,4.0,7,4.0,Chyasal,Lalitpur
26500000,1026.75,13.0,North,3.5,5,5.0,Imadol,Lalitpur
39000000,1779.7,13.0,East,2.5,5,4.0,Buddha Chowk,Kathmandu
35000000,1026.75,13.0,West,5.0,17,12.0,New Buspark,Kathmandu
35000000,1369.0,13.0,West,2.5,5,5.0,Imadol,Lalitpur
35000000,1095.2,13.0,South,2.5,5,3.0,Chhauni,Kathmandu
55000000,1711.25,13.0,South,3.0,3,4.0,Khumaltar,Lalitpur
27000000,1026.75,13.0,North,2.5,5,3.0,Dhapasi,Kathmandu
24500000,1095.2,13.0,South,2.5,5,4.0,Ochu Height,Lalitpur
38000000,2053.5,13.0,East,2.5,6,6.0,Sitapaila,Kathmandu
20500000,1026.75,13.0,South,2.5,6,3.0,Syuchatar,Kathmandu
30000000,1129.425,13.0,South East,3.0,6,5.0,Chunikhel,Kathmandu
26000000,1026.75,13.0,East,2.5,3,3.0,Imadol,Lalitpur
55000000,1779.7,13.0,North West,3.5,8,7.0,Dhumbarahi,Kathmandu
39900000,1711.25,13.0,East,2.0,4,4.0,Nakkhu,Lalitpur
30000000,1095.2,13.0,North West,3.0,12,5.0,Tokha,Kathmandu
27000000,1403.225,13.0,North West,2.5,7,4.0,Tikathali,Lalitpur
43500000,2498.425,13.0,West,3.0,7,3.0,Shantinagar,Kathmandu
58000000,3422.5,13.0,East,2.0,4,4.0,Dhapasi,Kathmandu
14000000,1095.2,13.0,East,2.5,3,2.0,Kapan Gumba,Kathmandu
43500000,2053.5,13.0,North,3.0,6,4.0,Deuwa chowk,Kathmandu
55000000,1711.25,13.0,South East,2.5,4,4.0,Baluwatar,Kathmandu
22500000,787.175,13.0,East,2.5,4,4.0,Setipakha,Lalitpur
9800000,1026.75,13.0,West,1.0,2,1.0,Mahadevsthan,Kathmandu
24500000,1197.875,13.124,East,2.0,4,3.0,Chandol,Kathmandu
55000000,1437.45,13.5,South,2.0,3,4.0,Bhaisepati,Lalitpur
29000000,1095.2,13.5,South East,2.5,3,3.0,Dhapakhel,Lalitpur
33000000,1369.0,13.5,West,2.5,5,4.0,Dholahiti,Lalitpur
38500000,1437.45,13.5,South,2.0,3,4.0,Bhaisepati,Lalitpur
42500000,1754.03125,13.5,West,4.0,8,4.0,Dillibazar,Kathmandu
80000000,7187.25,14.0,East,3.0,4,4.0,Pasikot,Kathmandu
37000000,1095.2,14.0,North East,2.5,4,3.0,Bafal,Kathmandu
37500000,2053.5,14.0,North East,2.5,7,5.0,Hattigaunda,Kathmandu
155000000,6263.175,14.0,South,3.0,5,5.0,Siddhartha Colony,Kathmandu
26800000,3165.81,14.0,East,1.0,3,1.0,Hattiban,Lalitpur
31000000,1796.8125,14.0,South West,3.0,5,5.0,Budhanilkantha,Kathmandu
38000000,1745.475,14.0,South,2.5,5,3.0,Pasikot,Kathmandu
18500000,1026.75,14.0,East,2.5,3,3.0,Gothatar,Kathmandu
39900000,2395.75,14.0,East,3.0,5,6.0,Basundhara,Kathmandu
22500000,1112.3125,14.0,East,3.0,5,5.0,Basundhara,Kathmandu
49500000,1796.8125,14.0,East,3.0,5,5.0,Chabahil,Kathmandu
58000000,2053.5,14.0,South,2.5,5,5.0,Budhanilkantha,Kathmandu
19000000,1090.92,14.0,East,2.5,4,3.0,Imadol,Lalitpur
39000000,1437.45,14.0,South,2.5,4,4.0,Khumaltar,Lalitpur
31000000,1437.45,14.0,South West,3.5,6,5.0,Raniban,Kathmandu
62000000,5818.25,14.0,South West,3.0,5,6.0,Budhanilkantha,Kathmandu
42500000,4107.0,14.0,South East,3.0,5,6.0,Chapali,Kathmandu
22500000,1026.75,14.0,South East,3.0,5,5.0,Budhanilkantha,Kathmandu
16800000,1026.75,14.0,North East,3.0,5,5.0,Pasikot,Kathmandu
61000000,2053.5,14.0,North,3.0,5,6.0,Baluwatar,Kathmandu
35000000,1026.75,14.0,North East,4.0,4,7.0,Kirtipur,Kathmandu
36000000,1711.25,14.0,South West,2.5,6,5.0,Budhanilkantha,Kathmandu
22500000,1112.3125,14.0,East,3.0,6,5.0,Sanobharyang,Kathmandu
39000000,2053.5,14.0,South West,2.5,6,6.0,Budhanilkantha,Kathmandu
26000000,1882.375,14.0,North East,2.5,6,3.0,Jhulpakha,Lalitpur
55000000,2395.75,14.0,South,3.0,5,6.0,Samakhusi,Kathmandu
25500000,7443.9375,14.0,South West,4.0,7,6.0,Basundhara,Kathmandu
39000000,2395.75,14.0,East,3.0,5,5.0,Swayambhu,Kathmandu
26000000,1369.0,14.0,East,3.0,6,5.0,Kapan,Kathmandu
21000000,1369.0,14.0,East,2.5,6,5.0,Sitapaila,Kathmandu
35000000,1369.0,14.0,South East,2.5,7,4.0,Jyotinagar,Kathmandu
33500000,1369.0,14.0,South East,3.0,6,6.0,Tokha,Kathmandu
42500000,1369.0,14.0,South,2.5,3,3.0,Imadol,Lalitpur
24000000,1369.0,14.0,East,2.0,4,2.0,Maharajgunj,Kathmandu
49000000,1967.9375,14.0,South,3.0,6,6.0,Basundhara,Kathmandu
33500000,2139.0625,14.0,North West,3.0,5,5.0,Hattigauda,Kathmandu
28500000,1475.95,14.0,City,2.5,5,4.0,Golfutar,Kathmandu
85000000,4791.5,14.0,East,3.0,7,8.0,Basundhara,Kathmandu
37500000,1754.03,14.0,North east,2.0,6,1.0,Height,Kathmandu
27500000,1369.0,14.0,East,3.0,6,6.0,Bhangal,Kathmandu
22000000,1095.2,14.0,North,2.0,4,2.0,Syuchatar,Kathmandu
24000000,1026.75,14.0,East,3.0,5,5.0,Dhungedhara,Kathmandu
29000000,1711.25,14.0,South,3.0,5,5.0,Budhanilkantha,Kathmandu
70000000,5476.0,14.0,West,2.0,4,4.0,Basundhara,Kathmandu
130000000,68450.0,14.0,South West,2.5,4,4.0,Bishalnagar,Kathmandu
38000000,1745.475,14.0,South West,2.5,5,3.0,Pasikot,Kathmandu
34000000,1754.03,14.0,East,2.5,5,5.0,Pasikot,Kathmandu
70000000,2395.75,14.0,South East,2.5,5,6.0,Budhanilkantha,Kathmandu
21500000,1176.484375,14.0,South West,4.0,7,4.0,Makalbari,Kathmandu
